state,timestamp,keystroke_count,keystroke_rate,typing_speed_wpm,keystroke_variance,keystroke_burst_ratio,avg_inter_keystroke_time,keystroke_rhythm_std,mouse_movement_count,mouse_distance,mouse_velocity,mouse_velocity_std,mouse_acceleration,mouse_direction_changes,mouse_idle_ratio,click_count,click_rate,click_clustering,avg_click_interval,click_pattern_regularity,scroll_count,scroll_rate,scroll_intensity,scroll_direction_changes,app_switch_count,app_switch_rate,unique_apps_count,app_focus_stability,user_id,session_id
research_reading,2026-01-11T16:10:35.533447,28.478,0.101,2.862,0.075,0.179,0.332,0.167,676.063,8800.222,34.986,18.886,10.95,39.36,0.244,2.951,0.019,0.47,16.435,0.418,15.608,0.05,5.006,10.394,0.0,0.0,0.258,0.582,16,u16_s7
research_reading,2026-01-11T16:10:35.533447,4.301,0.0,5.171,0.101,0.128,0.546,0.105,645.905,5818.488,28.559,21.906,12.98,39.843,0.3,7.268,0.037,0.074,9.586,0.54,30.542,0.116,4.414,4.515,0.225,0.262,1.433,0.668,16,u16_s7
research_reading,2026-01-11T16:10:35.533447,12.284,0.052,7.142,0.073,0.111,0.615,0.241,579.927,6580.101,35.962,13.375,21.143,24.707,0.257,6.029,0.0,0.218,15.078,0.346,23.656,0.162,4.321,5.293,1.969,0.415,1.629,0.647,16,u16_s7
task_execution,2026-01-11T16:10:35.534447,88.93,0.563,26.785,0.038,0.206,0.197,0.082,1178.074,7148.478,98.063,0.0,32.76,21.211,0.112,46.985,0.122,0.352,7.381,0.199,31.799,0.032,1.379,9.771,4.261,2.11,1.863,0.624,16,u16_s7
task_execution,2026-01-11T16:10:35.534447,85.31,0.455,20.6,0.007,0.052,0.127,0.107,852.274,3308.83,0.187,17.234,42.684,51.861,0.0,28.977,0.103,0.559,10.395,0.461,25.284,0.073,1.457,1.988,4.885,0.973,1.688,0.386,16,u16_s7
research_reading,2026-01-11T16:10:35.534447,35.6,0.171,9.179,0.056,0.044,0.129,0.0,447.236,7859.416,8.914,16.294,3.152,43.641,0.185,5.789,0.044,0.04,15.095,0.37,14.273,0.195,6.0,10.332,0.424,0.894,0.0,0.527,16,u16_s7
research_reading,2026-01-11T16:10:35.534447,10.27,0.163,5.716,0.137,0.0,0.659,0.155,644.143,10659.386,40.319,17.786,3.058,37.566,0.198,4.994,0.081,0.303,13.076,0.532,50.607,0.086,4.572,8.624,0.436,0.767,0.0,0.604,16,u16_s7
research_reading,2026-01-11T16:10:35.535448,27.826,0.059,5.633,0.095,0.0,0.331,0.083,87.865,11407.733,53.58,15.251,0.0,45.476,0.242,14.718,0.028,0.276,16.316,0.38,10.666,0.158,5.026,1.382,2.353,0.056,1.829,0.369,16,u16_s7
task_execution,2026-01-11T16:10:35.535448,88.211,0.585,29.9,0.041,0.231,0.076,0.0,909.309,2042.629,35.709,0.226,45.244,23.817,0.037,51.844,0.181,0.855,9.249,0.26,11.676,0.055,1.382,6.426,2.036,3.075,3.299,0.514,16,u16_s8
unproductive,2026-01-11T16:10:35.535448,28.798,0.0,0.0,0.185,0.067,0.448,0.124,791.043,20165.152,108.798,28.873,27.151,7.15,0.128,14.745,0.137,0.479,4.051,0.244,35.161,0.087,1.419,3.28,0.784,1.801,2.094,0.287,16,u16_s8
unproductive,2026-01-11T16:10:35.535448,26.592,0.0,0.354,0.0,0.043,0.654,0.314,468.794,14608.723,153.033,21.525,48.771,43.489,0.245,7.99,0.099,0.377,1.541,0.359,11.0,0.185,1.144,0.0,2.009,0.282,3.615,0.162,16,u16_s8
unproductive,2026-01-11T16:10:35.536448,3.954,0.274,6.537,0.122,0.049,0.31,0.161,748.446,16998.415,148.523,13.927,49.634,18.653,0.129,14.167,0.033,0.443,4.028,0.309,8.335,0.108,3.082,16.927,4.047,1.408,3.732,0.046,16,u16_s8
unproductive,2026-01-11T16:10:35.536448,51.577,0.06,11.672,0.106,0.051,0.523,0.216,751.017,22865.785,139.603,27.161,56.974,7.824,0.018,19.507,0.122,0.482,0.0,0.291,7.248,0.229,2.127,13.646,12.189,3.664,4.671,0.147,16,u16_s8
research_reading,2026-01-11T16:10:35.536448,0.0,0.0,5.007,0.088,0.154,0.353,0.048,605.763,12247.413,33.567,12.722,0.0,25.565,0.184,4.384,0.047,0.436,19.427,0.538,21.819,0.228,4.832,4.8,0.744,0.235,1.246,0.566,16,u16_s8
research_reading,2026-01-11T16:10:35.536448,34.937,0.113,9.209,0.096,0.159,0.529,0.06,472.324,12897.69,29.521,11.585,3.203,32.287,0.19,5.222,0.04,0.106,14.598,0.434,25.714,0.253,4.185,6.318,0.656,0.568,1.644,0.314,16,u16_s8
task_execution,2026-01-11T16:10:35.536448,55.993,0.48,33.515,0.046,0.166,0.137,0.0,1105.214,5855.92,41.563,27.803,38.586,41.788,0.0,14.657,0.161,0.154,5.473,0.42,17.141,0.021,0.295,0.0,1.498,0.562,1.52,0.648,16,u16_s8
task_execution,2026-01-11T16:10:35.537448,64.409,0.354,20.034,0.055,0.293,0.083,0.028,988.412,3252.72,24.161,20.415,21.837,43.155,0.018,30.357,0.195,1.176,5.765,0.211,31.024,0.0,0.859,0.0,1.471,1.14,1.677,0.511,16,u16_s8
unproductive,2026-01-11T16:10:35.537448,10.109,0.033,2.664,0.06,0.029,0.21,0.032,860.949,26355.429,122.299,29.78,67.109,3.728,0.169,14.619,0.116,0.665,1.563,0.294,20.389,0.207,3.569,10.932,7.422,2.179,1.393,0.185,16,u16_s8
research_reading,2026-01-11T16:10:35.537448,41.807,0.0,2.815,0.093,0.203,0.233,0.166,383.56,10347.558,0.0,12.965,3.288,34.55,0.233,15.3,0.056,0.278,12.974,0.11,34.382,0.303,4.421,1.123,1.769,1.232,0.412,0.716,16,u16_s8
task_execution,2026-01-11T16:10:35.537448,16.813,0.476,29.028,0.026,0.0,0.103,0.059,1189.672,3873.708,45.164,17.401,45.51,36.553,0.035,17.612,0.092,0.56,6.694,0.309,21.601,0.0,2.269,2.559,2.182,2.006,1.838,0.56,16,u16_s8
task_execution,2026-01-11T16:10:35.538449,0.0,1.156,30.798,0.0,0.136,0.097,0.025,890.408,11156.496,112.646,23.238,47.385,28.637,0.233,19.152,0.209,0.576,6.305,0.133,13.336,0.098,0.947,1.76,6.572,1.068,3.193,0.522,16,u16_s8
focused_work,2026-01-11T16:10:35.538449,266.957,1.59,20.812,0.023,0.143,0.02,0.018,196.056,2470.285,0.0,1.738,8.983,36.05,0.176,3.244,0.051,0.452,12.157,0.32,17.818,0.015,2.027,3.047,1.072,0.319,1.572,0.519,16,u16_s8
focused_work,2026-01-11T16:10:35.538449,211.41,2.2,13.326,0.021,0.225,0.031,0.036,12.659,2240.378,57.679,16.098,17.52,0.0,0.121,15.188,0.0,0.281,12.626,0.443,14.218,0.051,1.51,2.313,0.0,0.514,0.0,0.42,16,u16_s8
task_execution,2026-01-11T16:10:35.538449,0.0,0.383,28.495,0.036,0.414,0.103,0.158,1094.84,8546.258,59.375,0.0,31.432,28.254,0.245,30.37,0.0,0.348,7.096,0.28,2.506,0.057,1.334,7.83,3.432,0.811,1.025,0.575,16,u16_s8
research_reading,2026-01-11T16:10:35.538449,40.908,0.195,5.832,0.093,0.183,0.009,0.125,562.619,9657.34,66.52,20.852,0.0,38.176,0.262,1.963,0.012,0.319,10.102,0.594,0.0,0.202,4.694,9.26,1.683,0.73,1.147,0.865,16,u16_s8
task_execution,2026-01-11T16:10:35.539449,58.551,0.604,24.586,0.086,0.316,0.136,0.097,952.858,6412.843,84.021,0.0,40.708,57.28,0.048,19.764,0.117,0.685,6.864,0.203,20.685,0.097,2.301,1.025,0.62,0.505,0.0,0.718,16,u16_s8
task_execution,2026-01-11T16:10:35.539449,25.263,0.611,23.077,0.036,0.323,0.132,0.002,926.083,6580.303,56.498,15.91,33.142,54.951,0.072,12.92,0.127,0.132,5.677,0.291,0.0,0.071,2.028,1.937,3.911,1.452,0.994,0.648,16,u16_s8
task_execution,2026-01-11T16:10:35.539449,84.983,0.861,21.01,0.023,0.118,0.102,0.098,633.118,2286.79,79.593,14.88,49.471,46.076,0.0,18.329,0.147,0.377,9.642,0.252,19.523,0.068,2.071,3.74,4.8,1.077,2.904,0.445,16,u16_s8
task_execution,2026-01-11T16:10:35.539449,87.293,0.785,25.554,0.01,0.269,0.149,0.064,895.273,7475.781,76.297,0.0,42.583,47.706,0.113,25.122,0.123,0.484,6.037,0.277,18.326,0.052,2.444,8.671,4.751,1.711,2.261,0.548,16,u16_s9
focused_work,2026-01-11T16:10:35.540449,184.726,2.094,19.866,0.0,0.408,0.038,0.0,230.643,3381.732,0.0,9.015,5.986,22.263,0.0,4.697,0.072,0.255,15.7,0.53,16.996,0.062,1.541,4.169,0.0,0.0,0.854,0.311,16,u16_s9
task_execution,2026-01-11T16:10:35.540449,172.227,0.417,20.546,0.012,0.358,0.145,0.086,1045.462,13505.564,33.965,20.925,44.818,51.279,0.15,16.565,0.125,0.481,3.574,0.117,21.86,0.032,2.195,4.825,0.576,1.18,2.493,0.448,16,u16_s9
unproductive,2026-01-11T16:10:35.540449,42.283,0.175,0.81,0.031,0.017,0.299,0.214,271.892,19185.798,119.447,27.525,80.095,14.43,0.238,23.407,0.079,0.467,2.582,0.279,8.124,0.378,1.015,10.588,6.281,2.289,1.913,0.168,16,u16_s9
research_reading,2026-01-11T16:10:35.540449,51.538,0.163,5.696,0.074,0.118,0.55,0.118,674.226,7359.471,67.979,25.598,11.266,23.531,0.173,4.891,0.062,0.309,24.585,0.608,40.401,0.204,3.205,3.914,1.219,0.0,0.732,0.567,16,u16_s9
task_execution,2026-01-11T16:10:35.540449,79.716,0.539,22.199,0.068,0.297,0.16,0.084,921.985,7865.617,49.287,10.341,38.583,47.1,0.091,17.567,0.23,0.689,7.932,0.503,8.953,0.066,2.412,5.739,4.497,1.71,2.396,0.403,16,u16_s9
focused_work,2026-01-11T16:10:35.541449,206.537,2.003,11.223,0.007,0.312,0.034,0.0,313.591,1943.122,83.149,9.746,16.599,33.567,0.05,0.0,0.078,0.0,9.444,0.291,20.906,0.052,1.285,3.365,0.0,0.0,0.0,0.354,16,u16_s9
focused_work,2026-01-11T16:10:35.541449,209.151,1.828,23.814,0.012,0.312,0.075,0.089,195.224,2413.03,0.0,10.971,14.947,17.821,0.09,6.765,0.01,0.289,12.444,0.316,13.021,0.0,1.306,4.027,0.0,0.416,0.943,0.455,16,u16_s9
focused_work,2026-01-11T16:10:35.541449,240.784,2.044,12.382,0.019,0.187,0.039,0.025,16.631,3842.68,25.81,7.405,6.248,11.172,0.006,9.663,0.098,0.0,12.279,0.402,16.137,0.054,1.198,2.88,0.0,0.0,0.607,0.506,16,u16_s9
focused_work,2026-01-11T16:10:35.541449,183.759,1.633,24.332,0.028,0.26,0.017,0.053,83.916,39.99,16.416,24.739,22.042,3.433,0.122,14.579,0.027,0.264,13.72,0.398,13.683,0.035,0.912,3.017,1.114,0.076,0.442,0.577,16,u16_s9
task_execution,2026-01-11T16:10:35.542450,81.57,0.236,29.614,0.039,0.276,0.124,0.062,1106.008,4983.387,54.822,22.753,36.892,43.384,0.029,30.39,0.211,0.516,8.32,0.228,25.628,0.089,1.61,2.273,2.258,2.291,1.809,0.549,16,u16_s9
task_execution,2026-01-11T16:10:35.542450,0.0,0.866,33.35,0.057,0.285,0.126,0.08,1184.495,4806.763,151.541,12.905,28.666,55.192,0.263,27.441,0.097,0.948,10.546,0.416,8.59,0.043,2.196,4.691,1.997,1.56,2.539,0.521,16,u16_s9
task_execution,2026-01-11T16:10:35.542450,107.05,0.539,32.84,0.04,0.305,0.099,0.143,822.274,7157.741,142.925,16.277,43.401,18.194,0.073,2.127,0.181,0.85,9.468,0.147,21.871,0.048,1.194,0.332,3.632,0.608,1.144,0.586,16,u16_s9
task_execution,2026-01-11T16:10:35.542450,55.676,0.57,30.191,0.071,0.13,0.138,0.034,885.199,5219.808,0.0,20.819,32.43,26.618,0.225,42.329,0.101,0.0,6.279,0.262,14.195,0.024,1.886,0.0,3.805,1.323,2.863,0.611,16,u16_s9
task_execution,2026-01-11T16:10:35.543450,79.125,0.506,23.867,0.018,0.201,0.111,0.0,1008.822,6597.399,40.395,15.945,47.989,34.745,0.217,28.799,0.135,0.518,6.208,0.343,1.669,0.104,0.392,0.0,2.838,2.136,1.18,0.482,16,u16_s9
task_execution,2026-01-11T16:10:35.543450,117.908,0.407,15.693,0.013,0.138,0.127,0.071,844.495,6664.354,16.568,4.612,41.06,22.352,0.011,31.683,0.085,0.778,9.639,0.274,23.757,0.07,1.777,0.0,2.717,1.031,2.37,0.647,16,u16_s9
task_execution,2026-01-11T16:10:35.543450,59.533,0.664,26.289,0.0,0.158,0.136,0.106,1233.009,8847.034,22.84,8.431,56.503,57.509,0.043,6.285,0.198,0.538,5.369,0.244,23.897,0.0,3.057,9.47,5.414,0.725,2.043,0.586,16,u16_s9
task_execution,2026-01-11T16:10:35.543450,0.0,0.729,29.451,0.017,0.135,0.091,0.0,929.93,7690.378,47.512,0.0,17.818,27.602,0.159,17.526,0.234,0.453,7.33,0.305,12.923,0.098,1.578,0.91,2.0,1.375,1.35,0.496,16,u16_s9
research_reading,2026-01-11T16:10:35.543450,23.811,0.0,6.955,0.059,0.18,0.551,0.064,583.896,10094.072,51.973,6.216,0.259,42.269,0.336,5.623,0.045,0.331,13.639,0.566,21.926,0.231,5.243,7.1,0.65,0.018,0.696,0.577,16,u16_s9
research_reading,2026-01-11T16:10:35.544450,18.128,0.0,4.772,0.07,0.107,0.427,0.165,618.799,5650.242,71.788,13.45,7.288,48.771,0.336,16.169,0.076,0.23,13.666,0.461,0.0,0.255,4.906,1.746,0.0,0.216,1.046,0.436,16,u16_s9
task_execution,2026-01-11T16:10:35.544450,98.83,0.0,28.336,0.02,0.313,0.106,0.058,897.524,4497.144,18.886,19.505,50.275,68.319,0.135,21.165,0.152,0.896,6.939,0.147,6.154,0.133,0.773,0.0,2.195,1.064,1.983,0.52,16,u16_s10
research_reading,2026-01-11T16:10:35.544450,42.765,0.211,4.591,0.027,0.286,0.703,0.11,639.255,5654.757,31.479,13.426,0.0,21.951,0.389,11.138,0.05,0.388,16.824,0.148,39.663,0.117,5.093,10.044,0.0,0.0,0.401,0.632,16,u16_s10
meeting_communication,2026-01-11T16:10:35.544450,17.072,0.125,2.593,0.097,0.0,0.684,0.149,139.59,0.0,0.0,13.514,8.749,0.0,0.871,0.0,0.026,0.213,16.247,0.481,13.664,0.033,0.648,0.0,1.173,0.0,0.88,0.827,16,u16_s10
research_reading,2026-01-11T16:10:35.545450,7.942,0.0,7.586,0.061,0.103,0.412,0.248,371.322,9352.216,67.217,18.936,10.836,19.954,0.024,7.235,0.041,0.166,13.326,0.413,42.671,0.198,5.418,6.89,0.167,0.33,0.0,0.535,16,u16_s10
research_reading,2026-01-11T16:10:35.545450,40.06,0.012,3.669,0.051,0.211,0.141,0.124,388.244,10021.08,0.0,12.08,0.24,44.291,0.331,1.693,0.059,0.33,8.145,0.598,33.223,0.032,4.425,8.739,0.27,0.851,0.597,0.674,16,u16_s10
research_reading,2026-01-11T16:10:35.545450,43.502,0.137,0.0,0.055,0.176,0.398,0.187,225.912,8273.836,60.242,16.015,0.0,26.449,0.159,3.971,0.041,0.013,5.39,0.709,32.8,0.155,3.378,3.937,0.0,0.266,0.0,0.755,16,u16_s10
research_reading,2026-01-11T16:10:35.545450,13.363,0.0,5.37,0.024,0.06,0.443,0.039,674.72,8494.969,88.102,14.275,16.554,14.596,0.101,8.667,0.058,0.094,18.297,0.341,16.077,0.195,4.214,7.775,0.0,0.355,0.596,0.63,16,u16_s10
task_execution,2026-01-11T16:10:35.545450,66.262,0.479,12.694,0.021,0.239,0.144,0.093,785.599,647.956,28.22,0.025,35.175,10.202,0.073,34.421,0.091,0.217,7.687,0.293,18.917,0.095,1.223,0.0,2.275,1.804,1.406,0.655,16,u16_s10
research_reading,2026-01-11T16:10:35.546450,16.213,0.0,7.648,0.092,0.304,0.32,0.112,421.346,10737.874,12.505,11.053,12.642,46.528,0.302,16.925,0.026,0.359,16.403,0.36,25.685,0.256,4.123,2.991,1.376,1.56,0.562,0.609,16,u16_s10
focused_work,2026-01-11T16:10:35.546450,174.648,1.721,24.718,0.018,0.283,0.046,0.013,298.958,3240.808,88.545,14.584,13.875,28.033,0.037,7.71,0.066,0.336,10.906,0.244,15.004,0.003,0.832,4.644,0.128,0.616,0.46,0.608,16,u16_s10
research_reading,2026-01-11T16:10:35.546450,27.454,0.0,4.523,0.086,0.052,0.442,0.048,451.514,5188.365,80.73,14.451,28.706,29.519,0.0,8.442,0.09,0.409,14.643,0.468,19.504,0.259,6.0,11.33,1.236,0.416,1.184,0.661,16,u16_s10
unproductive,2026-01-11T16:10:35.546450,37.26,0.243,0.216,0.139,0.0,0.37,0.035,501.223,15257.495,106.52,7.414,50.679,0.0,0.146,12.646,0.072,0.797,1.746,0.357,0.0,0.163,2.223,7.169,4.519,2.553,5.328,0.296,16,u16_s10
meeting_communication,2026-01-11T16:10:35.547450,22.541,0.091,4.025,0.066,0.0,0.0,0.177,78.927,1003.869,20.251,1.715,3.703,11.072,0.606,12.114,0.001,0.289,15.794,0.706,4.198,0.019,0.796,0.344,0.0,0.0,0.719,0.896,16,u16_s10
research_reading,2026-01-11T16:10:35.547450,21.514,0.0,7.349,0.043,0.229,0.518,0.124,475.846,10130.313,4.831,13.202,4.486,5.667,0.369,6.961,0.071,0.115,8.549,0.426,22.707,0.258,5.232,3.536,2.343,0.781,1.749,0.654,16,u16_s10
research_reading,2026-01-11T16:10:35.547450,17.198,0.037,5.757,0.073,0.093,0.103,0.051,483.064,9239.538,21.733,15.134,0.0,10.09,0.337,2.732,0.068,0.345,18.062,0.523,35.29,0.281,4.861,1.744,0.0,0.35,1.649,0.663,16,u16_s10
task_execution,2026-01-11T16:10:35.547450,0.0,0.273,20.808,0.009,0.111,0.09,0.126,1031.615,6734.32,83.507,0.0,57.964,62.276,0.248,20.785,0.2,0.77,7.449,0.183,35.368,0.102,2.359,6.686,3.939,1.978,3.541,0.518,16,u16_s10
task_execution,2026-01-11T16:10:35.547450,35.844,0.377,29.326,0.052,0.241,0.105,0.037,753.169,4431.674,92.872,14.599,45.917,37.458,0.16,10.102,0.18,1.07,5.296,0.548,8.998,0.06,1.27,4.619,4.361,0.712,3.222,0.632,16,u16_s10
task_execution,2026-01-11T16:10:35.548486,19.026,0.575,27.991,0.054,0.24,0.105,0.101,993.656,3796.855,39.993,3.357,26.756,48.162,0.063,10.967,0.1,0.603,5.26,0.185,22.533,0.098,0.287,4.504,1.493,0.605,2.868,0.406,16,u16_s10
focused_work,2026-01-11T16:10:35.548486,224.643,1.805,15.236,0.004,0.257,0.036,0.0,223.143,6025.155,55.08,16.838,6.168,27.603,0.104,16.908,0.082,0.137,16.571,0.259,15.188,0.0,1.649,7.3,0.372,0.059,0.26,0.71,16,u16_s10
focused_work,2026-01-11T16:10:35.548486,132.25,2.299,13.91,0.024,0.357,0.03,0.003,108.301,0.0,49.348,20.982,5.821,5.121,0.017,7.711,0.0,0.357,9.29,0.259,17.004,0.028,0.947,2.975,0.257,0.154,1.137,0.436,16,u16_s10
task_execution,2026-01-11T16:10:35.548486,0.0,0.617,27.319,0.059,0.015,0.091,0.085,941.206,1670.696,107.29,22.256,42.109,35.547,0.066,24.809,0.138,1.073,8.013,0.407,18.974,0.072,2.404,4.589,2.858,0.0,2.267,0.55,16,u16_s11
task_execution,2026-01-11T16:10:35.549486,83.21,0.588,27.726,0.05,0.077,0.138,0.117,971.122,9556.521,61.574,11.631,16.753,10.315,0.045,24.423,0.038,0.68,6.7,0.505,11.689,0.03,1.068,3.673,4.005,2.496,2.665,0.672,16,u16_s11
focused_work,2026-01-11T16:10:35.549486,217.443,2.043,18.849,0.023,0.382,0.02,0.03,230.212,2845.643,17.824,18.004,6.04,31.146,0.0,20.759,0.083,0.124,14.995,0.301,12.5,0.004,1.291,5.566,0.113,0.0,0.0,0.461,16,u16_s11
focused_work,2026-01-11T16:10:35.549486,112.109,1.598,16.333,0.013,0.298,0.037,0.061,206.398,5983.31,112.182,14.049,16.135,9.821,0.132,17.052,0.125,0.0,14.966,0.229,19.153,0.04,1.418,3.753,0.806,0.0,0.889,0.665,16,u16_s11
focused_work,2026-01-11T16:10:35.549486,146.968,1.689,21.141,0.016,0.236,0.091,0.037,82.071,5326.576,63.873,11.984,11.164,10.348,0.0,12.984,0.074,0.271,11.775,0.216,14.444,0.063,1.119,0.405,0.66,0.188,1.269,0.494,16,u16_s11
focused_work,2026-01-11T16:10:35.550485,305.483,1.647,21.458,0.029,0.455,0.066,0.082,119.552,4010.289,0.0,21.998,10.782,37.9,0.0,19.007,0.016,0.138,13.748,0.288,15.239,0.026,1.743,2.801,0.0,0.305,0.982,0.452,16,u16_s11
focused_work,2026-01-11T16:10:35.550485,127.437,1.254,23.361,0.03,0.023,0.014,0.07,54.029,5980.49,29.026,12.059,18.399,22.959,0.056,23.145,0.078,0.212,16.458,0.374,23.496,0.035,1.467,4.279,0.0,0.0,0.785,0.477,16,u16_s11
task_execution,2026-01-11T16:10:35.550485,60.845,0.503,26.243,0.018,0.09,0.141,0.064,835.289,2984.832,27.245,7.584,29.642,69.887,0.175,23.073,0.071,0.659,8.631,0.269,6.71,0.081,2.292,1.132,2.251,0.0,1.51,0.271,16,u16_s11
task_execution,2026-01-11T16:10:35.550485,117.12,0.49,24.257,0.011,0.192,0.116,0.03,885.7,7558.54,62.386,38.669,38.644,61.97,0.139,11.712,0.068,0.882,7.808,0.386,12.815,0.05,1.926,2.687,0.0,1.427,1.9,0.409,16,u16_s11
task_execution,2026-01-11T16:10:35.550485,57.367,0.737,25.415,0.03,0.326,0.121,0.055,916.099,5692.538,19.186,22.469,27.119,25.336,0.0,0.0,0.118,0.322,8.268,0.15,20.441,0.045,0.254,0.0,1.07,1.939,2.544,0.533,16,u16_s11
focused_work,2026-01-11T16:10:35.551486,143.831,1.649,12.923,0.027,0.401,0.031,0.086,0.0,6482.608,15.365,15.272,4.017,15.059,0.151,12.648,0.029,0.206,13.465,0.296,18.321,0.074,0.808,4.368,0.0,0.0,0.354,0.535,16,u16_s11
focused_work,2026-01-11T16:10:35.551486,135.166,1.507,30.076,0.013,0.142,0.026,0.055,209.283,2908.376,41.297,7.875,13.535,18.51,0.027,6.849,0.037,0.331,13.656,0.395,28.752,0.046,1.153,1.323,0.0,0.0,0.516,0.474,16,u16_s11
focused_work,2026-01-11T16:10:35.551486,236.751,1.746,9.634,0.029,0.289,0.029,0.106,154.643,2724.736,36.014,10.908,14.822,28.462,0.063,9.812,0.011,0.086,6.242,0.345,14.131,0.046,0.911,1.649,0.0,0.0,0.131,0.473,16,u16_s11
research_reading,2026-01-11T16:10:35.551486,6.248,0.187,0.0,0.076,0.139,0.311,0.181,329.493,16573.922,85.415,20.159,13.441,38.206,0.347,1.951,0.044,0.368,14.527,0.281,20.655,0.181,4.123,1.539,0.474,0.287,0.0,0.189,16,u16_s11
research_reading,2026-01-11T16:10:35.552486,18.383,0.054,5.642,0.095,0.143,0.483,0.16,368.938,7968.664,70.326,29.392,8.874,41.956,0.064,5.392,0.059,0.207,19.905,0.484,29.51,0.259,4.439,7.466,1.609,0.663,0.172,0.498,16,u16_s11
research_reading,2026-01-11T16:10:35.552486,42.489,0.179,5.843,0.048,0.03,0.227,0.098,568.751,10578.082,0.0,18.114,0.0,22.708,0.2,3.375,0.075,0.479,14.687,0.397,35.167,0.083,4.303,9.019,0.974,0.0,1.792,0.602,16,u16_s11
research_reading,2026-01-11T16:10:35.552486,3.287,0.165,0.899,0.043,0.213,0.464,0.0,616.826,9123.722,34.77,15.708,0.0,35.185,0.206,1.928,0.029,0.0,14.929,0.166,40.731,0.205,4.883,3.233,0.023,0.539,0.0,0.553,16,u16_s11
research_reading,2026-01-11T16:10:35.552486,31.031,0.082,6.562,0.11,0.0,0.38,0.168,497.445,9800.41,62.475,25.812,4.38,22.183,0.378,1.377,0.058,0.389,12.028,0.282,34.514,0.181,4.547,13.38,0.0,0.405,0.524,0.725,16,u16_s11
focused_work,2026-01-11T16:10:35.553486,195.908,1.993,22.847,0.016,0.311,0.049,0.034,182.514,2726.954,46.138,6.71,19.959,30.125,0.058,25.936,0.048,0.784,11.201,0.434,14.928,0.065,1.174,3.881,0.0,0.335,0.202,0.668,16,u16_s11
focused_work,2026-01-11T16:10:35.553486,153.178,2.363,33.467,0.026,0.35,0.032,0.002,187.556,5200.514,46.422,13.28,27.768,18.086,0.017,26.051,0.026,0.46,13.302,0.456,8.583,0.021,1.335,3.548,0.289,0.468,0.28,0.583,16,u16_s11
task_execution,2026-01-11T16:10:35.553486,36.32,0.479,29.062,0.023,0.247,0.177,0.088,925.153,4567.968,0.0,8.597,40.871,47.703,0.181,11.964,0.206,0.47,4.334,0.434,25.337,0.0,1.46,7.179,2.076,0.878,2.78,0.334,16,u16_s12
unproductive,2026-01-11T16:10:35.553486,44.666,0.278,6.829,0.002,0.146,0.783,0.084,437.445,14917.764,87.023,30.142,46.367,35.796,0.114,16.936,0.06,0.278,1.22,0.291,1.689,0.171,1.846,10.999,0.599,1.315,3.805,0.198,16,u16_s12
task_execution,2026-01-11T16:10:35.553486,0.153,0.307,23.709,0.03,0.031,0.105,0.067,858.855,2255.451,51.099,23.977,59.87,16.499,0.033,36.05,0.039,0.846,9.722,0.197,25.274,0.075,2.181,4.096,0.269,0.862,2.704,0.442,16,u16_s12
task_execution,2026-01-11T16:10:35.553486,47.513,0.48,32.811,0.044,0.132,0.09,0.041,1122.361,1312.339,79.417,8.64,44.576,42.762,0.277,14.405,0.155,0.858,7.0,0.3,20.228,0.083,2.207,5.295,4.723,1.275,0.0,0.541,16,u16_s12
task_execution,2026-01-11T16:10:35.554486,29.027,0.614,28.077,0.016,0.18,0.19,0.1,849.814,3190.002,34.887,10.863,36.958,36.012,0.113,32.49,0.106,0.671,6.055,0.26,15.701,0.076,2.08,4.471,5.196,1.312,2.42,0.502,16,u16_s12
task_execution,2026-01-11T16:10:35.554486,135.392,0.462,29.833,0.019,0.229,0.143,0.106,1165.21,6042.186,78.794,0.0,25.811,39.561,0.106,17.89,0.175,0.51,5.223,0.268,22.313,0.0,1.256,4.011,1.494,0.884,2.555,0.625,16,u16_s12
task_execution,2026-01-11T16:10:35.554486,26.331,0.263,24.933,0.025,0.137,0.13,0.076,1060.443,7177.797,73.791,0.0,29.64,32.655,0.159,27.483,0.118,0.426,3.588,0.286,17.06,0.004,1.038,3.929,6.059,1.235,2.652,0.51,16,u16_s12
focused_work,2026-01-11T16:10:35.554486,155.77,1.52,23.688,0.031,0.269,0.068,0.04,35.363,3624.544,82.388,6.828,12.559,17.461,0.031,16.876,0.082,0.671,6.401,0.382,11.628,0.061,1.65,3.608,0.998,0.153,0.539,0.647,16,u16_s12
research_reading,2026-01-11T16:10:35.554486,58.309,0.0,3.581,0.032,0.093,0.416,0.145,585.116,8825.223,63.282,20.126,0.0,19.087,0.448,7.545,0.046,0.399,6.152,0.301,23.737,0.279,6.0,6.029,0.0,0.067,0.344,0.612,16,u16_s12
focused_work,2026-01-11T16:10:35.555486,212.993,1.84,22.41,0.0,0.156,0.076,0.0,249.724,3801.665,91.451,18.251,4.524,6.402,0.019,9.409,0.016,0.224,11.362,0.408,11.131,0.053,0.334,1.046,0.0,0.0,1.301,0.437,16,u16_s12
focused_work,2026-01-11T16:10:35.555486,152.642,1.067,38.986,0.015,0.337,0.038,0.047,299.709,2609.379,6.635,3.81,4.636,14.879,0.0,8.65,0.051,0.187,9.682,0.217,16.2,0.0,1.977,2.566,0.0,0.019,0.353,0.442,16,u16_s12
